X,Y,U,V
32,18.5,-0.600267,3.70165
32.5,18.5,-0.502192,3.71622
33,18.5,-0.403057,3.72828
33.5,18.5,-0.30306,3.73773
34,18.5,-0.202407,3.74453
34.5,18.5,-0.101314,3.74863
35,18.5,0,3.75
35.5,18.5,0.101314,3.74863
36,18.5,0.202407,3.74453
36.5,18.5,0.30306,3.73773
37,18.5,0.403057,3.72828
37.5,18.5,0.502192,3.71622
38,18.5,0.600267,3.70165
38.5,18.5,0.697094,3.68464
39,18.5,0.792498,3.6653
39.5,18.5,0.886318,3.64375
-10,19,-3.45469,1.45865
-9.5,19,-3.4488,1.47252
-9,19,-3.44273,1.48664
-8.5,19,-3.4365,1.501
-8,19,-3.43007,1.51561
-7.5,19,-3.42346,1.53049
-7,19,-3.41665,1.54563
-6.5,19,-3.40964,1.56104
-6,19,-3.40241,1.57673
-5.5,19,-3.39497,1.5927
-5,19,-3.38729,1.60896
-4.5,19,-3.37938,1.62552
-4,19,-3.37121,1.64239
-3.5,19,-3.36279,1.65956
-3,19,-3.3541,1.67705
-2.5,19,-3.34513,1.69487
-2,19,-3.33588,1.71302
-1.5,19,-3.32632,1.73151
-1,19,-3.31644,1.75034
-0.5,19,-3.30624,1.76954
0,19,-3.2957,1.78909
0.5,19,-3.2848,1.80902
1,19,-3.27354,1.82933
1.5,19,-3.26189,1.85003
2,19,-3.24983,1.87112
2.5,19,-3.23736,1.89261
3,19,-3.22446,1.91452
3.5,19,-3.21109,1.93685
4,19,-3.19725,1.95961
4.5,19,-3.18292,1.9828
5,19,-3.16807,2.00645
5.5,19,-3.15268,2.03054
6,19,-3.13673,2.0551
6.5,19,-3.12019,2.08013
7,19,-3.10303,2.10563
7.5,19,-3.08524,2.13162
8,19,-3.06677,2.1581
8.5,19,-3.04761,2.18508
9,19,-3.02772,2.21256
9.5,19,-3.00706,2.24055
10,19,-2.98561,2.26906
10.5,19,-2.96332,2.29809
11,19,-2.94017,2.32764
11.5,19,-2.91611,2.35771
12,19,-2.89111,2.38831
12.5,19,-2.86511,2.41943
13,19,-2.83809,2.45107
13.5,19,-2.80998,2.48324
14,19,-2.78076,2.51592
14.5,19,-2.75036,2.54912
15,19,-2.71875,2.58281
15.5,19,-2.68586,2.61699
16,19,-2.65165,2.65165
16.5,19,-2.61606,2.68677
17,19,-2.57904,2.72232
17.5,19,-2.54053,2.75829
18,19,-2.50048,2.79465
18.5,19,-2.45882,2.83137
19,19,-2.41551,2.86842
19.5,19,-2.37048,2.90574
20,19,-2.32367,2.94331
20.5,19,-2.27502,2.98107
21,19,-2.2245,3.01896
21.5,19,-2.17203,3.05693
22,19,-2.11756,3.0949
22.5,19,-2.06106,3.13281
23,19,-2.00247,3.17058
23.5,19,-1.94176,3.20813
24,19,-1.87889,3.24535
24.5,19,-1.81382,3.28216
25,19,-1.74655,3.31844
25.5,19,-1.67705,3.3541
26,19,-1.60532,3.38902
26.5,19,-1.53137,3.42307
27,19,-1.45521,3.45613
27.5,19,-1.37687,3.48808
28,19,-1.2964,3.51879
28.5,19,-1.21383,3.54811
29,19,-1.12924,3.57593
29.5,19,-1.04272,3.60212
30,19,-0.95435,3.62653
30.5,19,-0.864249,3.64905
31,19,-0.772539,3.66956
31.5,19,-0.679359,3.68795
32,19,-0.58486,3.70411
32.5,19,-0.489204,3.71795
33,19,-0.392568,3.7294
33.5,19,-0.295134,3.73837
34,19,-0.197096,3.74482
34.5,19,-0.0986501,3.7487
35,19,0,3.75
35.5,19,0.0986501,3.7487
36,19,0.197096,3.74482
36.5,19,0.295134,3.73837
37,19,0.392568,3.7294
37.5,19,0.489204,3.71795
38,19,0.58486,3.70411
38.5,19,0.679359,3.68795
39,19,0.772539,3.66956
39.5,19,0.864249,3.64905
-10,19.5,-3.44083,1.49103
-9.5,19.5,-3.4347,1.50509
-9,19.5,-3.4284,1.5194
-8.5,19.5,-3.42191,1.53396
-8,19.5,-3.41523,1.54877
-7.5,19.5,-3.40836,1.56384
-7,19.5,-3.40128,1.57917
-6.5,19.5,-3.394,1.59477
-6,19.5,-3.38649,1.61065
-5.5,19.5,-3.37876,1.62681
-5,19.5,-3.37079,1.64326
-4.5,19.5,-3.36257,1.66
-4,19.5,-3.3541,1.67705
-3.5,19.5,-3.34537,1.69441
-3,19.5,-3.33636,1.71208
-2.5,19.5,-3.32706,1.73007
-2,19.5,-3.31747,1.7484
-1.5,19.5,-3.30757,1.76706
-1,19.5,-3.29734,1.78606
-0.5,19.5,-3.28679,1.80542
0,19.5,-3.27588,1.82513
0.5,19.5,-3.26461,1.84521
1,19.5,-3.25296,1.86567
1.5,19.5,-3.24092,1.88651
2,19.5,-3.22847,1.90773
2.5,19.5,-3.2156,1.92936
3,19.5,-3.20228,1.95139
3.5,19.5,-3.18849,1.97383
4,19.5,-3.17423,1.99669
4.5,19.5,-3.15946,2.01998
5,19.5,-3.14416,2.04371
5.5,19.5,-3.12832,2.06787
6,19.5,-3.11191,2.09249
6.5,19.5,-3.0949,2.11756
7,19.5,-3.07727,2.1431
7.5,19.5,-3.059,2.16911
8,19.5,-3.04005,2.19559
8.5,19.5,-3.02039,2.22255
9,19.5,-3,2.25
9.5,19.5,-2.97884,2.27794
10,19.5,-2.95688,2.30637
10.5,19.5,-2.93409,2.3353
11,19.5,-2.91043,2.36472
11.5,19.5,-2.88586,2.39465
12,19.5,-2.86034,2.42507
12.5,19.5,-2.83383,2.45599
13,19.5,-2.8063,2.4874
13.5,19.5,-2.7777,2.51931
14,19.5,-2.74798,2.55169
14.5,19.5,-2.71709,2.58455
15,19.5,-2.685,2.61788
15.5,19.5,-2.65165,2.65165
16,19.5,-2.61699,2.68586
16.5,19.5,-2.58098,2.72049
17,19.5,-2.54355,2.75551
17.5,19.5,-2.50466,2.79091
18,19.5,-2.46426,2.82665
18.5,19.5,-2.42228,2.8627
19,19.5,-2.37869,2.89903
19.5,19.5,-2.33342,2.93559
20,19.5,-2.28642,2.97234
20.5,19.5,-2.23764,3.00923
21,19.5,-2.18703,3.04621
21.5,19.5,-2.13454,3.08322
22,19.5,-2.08013,3.12019
22.5,19.5,-2.02375,3.15705
23,19.5,-1.96537,3.19372
23.5,19.5,-1.90494,3.23012
24,19.5,-1.84245,3.26617
24.5,19.5,-1.77787,3.30177
25,19.5,-1.71119,3.33682
25.5,19.5,-1.64239,3.37121
26,19.5,-1.57147,3.40485
26.5,19.5,-1.49845,3.43761
27,19.5,-1.42334,3.46938
27.5,19.5,-1.34617,3.50005
28,19.5,-1.26699,3.52948
28.5,19.5,-1.18585,3.55756
29,19.5,-1.10282,3.58417
29.5,19.5,-1.01798,3.60919
30,19.5,-0.931408,3.63249
30.5,19.5,-0.843223,3.65397
31,19.5,-0.753541,3.67351
31.5,19.5,-0.66249,3.69102
32,19.5,-0.570214,3.70639
32.5,19.5,-0.476866,3.71956
33,19.5,-0.382608,3.73043
33.5,19.5,-0.287612,3.73895
34,19.5,-0.192055,3.74508
34.5,19.5,-0.0961223,3.74877
35,19.5,0,3.75
35.5,19.5,0.0961223,3.74877
36,19.5,0.192055,3.74508
36.5,19.5,0.287612,3.73895
37,19.5,0.382608,3.73043
37.5,19.5,0.476866,3.71956
38,19.5,0.570214,3.70639
38.5,19.5,0.66249,3.69102
39,19.5,0.753541,3.67351
39.5,19.5,0.843223,3.65397
