X,Y,U,V
22,14.5,-2.50329,2.79214
22.5,14.5,-2.44852,2.84029
23,14.5,-2.39088,2.88898
23.5,14.5,-2.33023,2.93812
24,14.5,-2.26645,2.98759
24.5,14.5,-2.19941,3.03728
25,14.5,-2.129,3.08705
25.5,14.5,-2.0551,3.13673
26,14.5,-1.97761,3.18615
26.5,14.5,-1.89645,3.23512
27,14.5,-1.81154,3.28342
27.5,14.5,-1.72284,3.33082
28,14.5,-1.63031,3.37707
28.5,14.5,-1.53396,3.42191
29,14.5,-1.43382,3.46506
29.5,14.5,-1.32995,3.50624
30,14.5,-1.22247,3.54515
30.5,14.5,-1.1115,3.58149
31,14.5,-0.997234,3.61497
31.5,14.5,-0.879902,3.64531
32,14.5,-0.759771,3.67223
32.5,14.5,-0.637151,3.69548
33,14.5,-0.51239,3.71483
33.5,14.5,-0.385872,3.73009
34,14.5,-0.258008,3.74111
34.5,14.5,-0.129234,3.74777
35,14.5,0,3.75
35.5,14.5,0.129234,3.74777
36,14.5,0.258008,3.74111
36.5,14.5,0.385872,3.73009
37,14.5,0.51239,3.71483
37.5,14.5,0.637151,3.69548
38,14.5,0.759771,3.67223
38.5,14.5,0.879902,3.64531
39,14.5,0.997234,3.61497
39.5,14.5,1.1115,3.58149
-10,15,-3.55756,1.18585
-9.5,15,-3.55355,1.19783
-9,15,-3.54941,1.21003
-8.5,15,-3.54515,1.22247
-8,15,-3.54075,1.23515
-7.5,15,-3.53621,1.24808
-7,15,-3.53153,1.26126
-6.5,15,-3.5267,1.27471
-6,15,-3.52171,1.28843
-5.5,15,-3.51656,1.30243
-5,15,-3.51123,1.31671
-4.5,15,-3.50573,1.33129
-4,15,-3.50005,1.34617
-3.5,15,-3.49417,1.36136
-3,15,-3.48808,1.37687
-2.5,15,-3.48179,1.39272
-2,15,-3.47527,1.40889
-1.5,15,-3.46853,1.42542
-1,15,-3.46154,1.44231
-0.5,15,-3.4543,1.45956
0,15,-3.44679,1.4772
0.5,15,-3.43901,1.49522
1,15,-3.43094,1.51365
1.5,15,-3.42257,1.53249
2,15,-3.41387,1.55176
2.5,15,-3.40485,1.57147
3,15,-3.39547,1.59163
3.5,15,-3.38573,1.61225
4,15,-3.3756,1.63335
4.5,15,-3.36506,1.65495
5,15,-3.3541,1.67705
5.5,15,-3.34269,1.69968
6,15,-3.33082,1.72284
6.5,15,-3.31844,1.74655
7,15,-3.30555,1.77083
7.5,15,-3.29211,1.7957
8,15,-3.27809,1.82116
8.5,15,-3.26346,1.84724
9,15,-3.2482,1.87396
9.5,15,-3.23225,1.90133
10,15,-3.2156,1.92936
10.5,15,-3.19819,1.95808
11,15,-3.17999,1.9875
11.5,15,-3.16096,2.01763
12,15,-3.14104,2.0485
12.5,15,-3.12019,2.08013
13,15,-3.09835,2.11251
13.5,15,-3.07548,2.14568
14,15,-3.0515,2.17964
14.5,15,-3.02636,2.21441
15,15,-3,2.25
15.5,15,-2.97234,2.28642
16,15,-2.94331,2.32367
16.5,15,-2.91283,2.36176
17,15,-2.88083,2.40069
17.5,15,-2.84721,2.44047
18,15,-2.81189,2.48108
18.5,15,-2.77478,2.52252
19,15,-2.73576,2.56478
19.5,15,-2.69476,2.60783
20,15,-2.65165,2.65165
20.5,15,-2.60633,2.69621
21,15,-2.55869,2.74146
21.5,15,-2.50862,2.78735
22,15,-2.45599,2.83383
22.5,15,-2.40069,2.88083
23,15,-2.34261,2.92826
23.5,15,-2.28162,2.97602
24,15,-2.21761,3.02402
24.5,15,-2.15048,3.07212
25,15,-2.08013,3.12019
25.5,15,-2.00645,3.16807
26,15,-1.92936,3.2156
26.5,15,-1.8488,3.26258
27,15,-1.76471,3.30882
27.5,15,-1.67705,3.3541
28,15,-1.58582,3.39819
28.5,15,-1.49103,3.44083
29,15,-1.39272,3.48179
29.5,15,-1.29095,3.52079
30,15,-1.18585,3.55756
30.5,15,-1.07755,3.59185
31,15,-0.966235,3.62338
31.5,15,-0.852111,3.6519
32,15,-0.735436,3.67718
32.5,15,-0.616496,3.69898
33,15,-0.495614,3.7171
33.5,15,-0.373139,3.73139
34,15,-0.249446,3.74169
34.5,15,-0.124931,3.74792
35,15,0,3.75
35.5,15,0.124931,3.74792
36,15,0.249446,3.74169
36.5,15,0.373139,3.73139
37,15,0.495614,3.7171
37.5,15,0.616496,3.69898
38,15,0.735436,3.67718
38.5,15,0.852111,3.6519
39,15,0.966235,3.62338
39.5,15,1.07755,3.59185
-10,15.5,-3.54557,1.22125
-9.5,15.5,-3.54133,1.2335
-9,15.5,-3.53696,1.24597
-8.5,15.5,-3.53245,1.25869
-8,15.5,-3.5278,1.27165
-7.5,15.5,-3.52301,1.28486
-7,15.5,-3.51807,1.29834
-6.5,15.5,-3.51297,1.31207
-6,15.5,-3.50771,1.32608
-5.5,15.5,-3.50227,1.34037
-5,15.5,-3.49666,1.35495
-4.5,15.5,-3.49085,1.36983
-4,15.5,-3.48486,1.38501
-3.5,15.5,-3.47866,1.4005
-3,15.5,-3.47225,1.41631
-2.5,15.5,-3.46563,1.43246
-2,15.5,-3.45877,1.44894
-1.5,15.5,-3.45167,1.46578
-1,15.5,-3.44431,1.48297
-0.5,15.5,-3.4367,1.50053
0,15.5,-3.42881,1.51847
0.5,15.5,-3.42063,1.53681
1,15.5,-3.41215,1.55554
1.5,15.5,-3.40336,1.57469
2,15.5,-3.39423,1.59426
2.5,15.5,-3.38476,1.61427
3,15.5,-3.37493,1.63473
3.5,15.5,-3.36472,1.65565
4,15.5,-3.3541,1.67705
4.5,15.5,-3.34307,1.69894
5,15.5,-3.3316,1.72133
5.5,15.5,-3.31966,1.74423
6,15.5,-3.30724,1.76766
6.5,15.5,-3.29431,1.79164
7,15.5,-3.28085,1.81618
7.5,15.5,-3.26682,1.8413
8,15.5,-3.2522,1.867
8.5,15.5,-3.23695,1.89331
9,15.5,-3.22105,1.92024
9.5,15.5,-3.20446,1.94781
10,15.5,-3.18714,1.97602
10.5,15.5,-3.16905,2.00491
11,15.5,-3.15015,2.03447
11.5,15.5,-3.1304,2.06473
12,15.5,-3.10975,2.0957
12.5,15.5,-3.08815,2.12739
13,15.5,-3.06556,2.15983
13.5,15.5,-3.04191,2.19301
14,15.5,-3.01715,2.22695
14.5,15.5,-2.99122,2.26166
15,15.5,-2.96406,2.29714
15.5,15.5,-2.93559,2.33342
16,15.5,-2.90574,2.37048
16.5,15.5,-2.87445,2.40832
17,15.5,-2.84163,2.44696
17.5,15.5,-2.80721,2.48638
18,15.5,-2.77108,2.52658
18.5,15.5,-2.73318,2.56753
19,15.5,-2.6934,2.60923
19.5,15.5,-2.65165,2.65165
20,15.5,-2.60783,2.69476
20.5,15.5,-2.56184,2.73852
21,15.5,-2.51357,2.78288
21.5,15.5,-2.46293,2.82781
22,15.5,-2.4098,2.87322
22.5,15.5,-2.35407,2.91905
23,15.5,-2.29565,2.96521
23.5,15.5,-2.23443,3.01162
24,15.5,-2.1703,3.05815
24.5,15.5,-2.10318,3.1047
25,15.5,-2.03298,3.15111
25.5,15.5,-1.95961,3.19725
26,15.5,-1.88301,3.24296
26.5,15.5,-1.80312,3.28805
27,15.5,-1.71991,3.33233
27.5,15.5,-1.63335,3.3756
28,15.5,-1.54345,3.41764
28.5,15.5,-1.45023,3.45823
29,15.5,-1.35373,3.49713
29.5,15.5,-1.25404,3.5341
30,15.5,-1.15126,3.56891
30.5,15.5,-1.04554,3.6013
31,15.5,-0.937043,3.63104
31.5,15.5,-0.825978,3.6579
32,15.5,-0.712582,3.68167
32.5,15.5,-0.597122,3.70215
33,15.5,-0.479893,3.71917
33.5,15.5,-0.361216,3.73256
34,15.5,-0.241434,3.74222
34.5,15.5,-0.120905,3.74805
35,15.5,0,3.75
35.5,15.5,0.120905,3.74805
36,15.5,0.241434,3.74222
36.5,15.5,0.361216,3.73256
37,15.5,0.479893,3.71917
37.5,15.5,0.597122,3.70215
38,15.5,0.712582,3.68167
38.5,15.5,0.825978,3.6579
39,15.5,0.937043,3.63104
39.5,15.5,1.04554,3.6013
-10,16,-3.53331,1.25629
-9.5,16,-3.52883,1.26879
-9,16,-3.52423,1.28154
-8.5,16,-3.51948,1.29452
-8,16,-3.51458,1.30775
-7.5,16,-3.50953,1.32124
-7,16,-3.50433,1.33498
-6.5,16,-3.49896,1.349
-6,16,-3.49342,1.36328
-5.5,16,-3.48769,1.37785
-5,16,-3.48179,1.39272
-4.5,16,-3.47569,1.40787
-4,16,-3.46938,1.42334
-3.5,16,-3.46287,1.43911
-3,16,-3.45613,1.45521
-2.5,16,-3.44917,1.47165
-2,16,-3.44196,1.48842
-1.5,16,-3.43451,1.50554
-1,16,-3.42679,1.52302
-0.5,16,-3.4188,1.54087
0,16,-3.41053,1.5591
0.5,16,-3.40196,1.57772
1,16,-3.39307,1.59674
1.5,16,-3.38386,1.61617
2,16,-3.3743,1.63603
2.5,16,-3.36439,1.65632
3,16,-3.3541,1.67705
3.5,16,-3.34342,1.69825
4,16,-3.33233,1.71991
4.5,16,-3.3208,1.74206
5,16,-3.30882,1.76471
5.5,16,-3.29637,1.78786
6,16,-3.28342,1.81154
6.5,16,-3.26994,1.83576
7,16,-3.25591,1.86052
7.5,16,-3.24131,1.88585
8,16,-3.22609,1.91176
8.5,16,-3.21024,1.93826
9,16,-3.19372,1.96537
9.5,16,-3.17649,1.99309
10,16,-3.15852,2.02145
10.5,16,-3.13976,2.05046
11,16,-3.12019,2.08013
11.5,16,-3.09975,2.11047
12,16,-3.07839,2.14149
12.5,16,-3.05608,2.17321
13,16,-3.03276,2.20564
13.5,16,-3.00837,2.23879
14,16,-2.98287,2.27266
14.5,16,-2.95618,2.30727
15,16,-2.92826,2.34261
15.5,16,-2.89903,2.37869
16,16,-2.86842,2.41551
16.5,16,-2.83636,2.45307
17,16,-2.80278,2.49136
17.5,16,-2.76761,2.53038
18,16,-2.73075,2.57012
18.5,16,-2.69213,2.61055
19,16,-2.65165,2.65165
19.5,16,-2.60923,2.6934
20,16,-2.56478,2.73576
20.5,16,-2.5182,2.7787
21,16,-2.46939,2.82216
21.5,16,-2.41827,2.86609
22,16,-2.36472,2.91043
22.5,16,-2.30867,2.95509
23,16,-2.25,3
23.5,16,-2.18864,3.04506
24,16,-2.12448,3.09016
24.5,16,-2.05746,3.13518
25,16,-1.9875,3.17999
25.5,16,-1.91452,3.22446
26,16,-1.83848,3.26841
26.5,16,-1.75933,3.31168
27,16,-1.67705,3.3541
27.5,16,-1.59163,3.39547
28,16,-1.50307,3.43559
28.5,16,-1.41141,3.47425
29,16,-1.31671,3.51123
29.5,16,-1.21905,3.54632
30,16,-1.11853,3.5793
30.5,16,-1.0153,3.60994
31,16,-0.909509,3.63803
31.5,16,-0.801363,3.66338
32,16,-0.691082,3.68577
32.5,16,-0.578913,3.70505
33,16,-0.46513,3.72104
33.5,16,-0.350028,3.73363
34,16,-0.233919,3.7427
34.5,16,-0.11713,3.74817
35,16,0,3.75
35.5,16,0.11713,3.74817
36,16,0.233919,3.7427
36.5,16,0.350028,3.73363
37,16,0.46513,3.72104
37.5,16,0.578913,3.70505
38,16,0.691082,3.68577
38.5,16,0.801363,3.66338
39,16,0.909509,3.63803
39.5,16,1.0153,3.60994
-10,16.5,-3.52079,1.29095
-9.5,16.5,-3.51608,1.30372
-9,16.5,-3.51123,1.31671
-8.5,16.5,-3.50624,1.32995
-8,16.5,-3.50109,1.34344
-7.5,16.5,-3.49579,1.35719
-7,16.5,-3.49032,1.3712
-6.5,16.5,-3.48468,1.38547
-6,16.5,-3.47885,1.40003
-5.5,16.5,-3.47285,1.41486
-5,16.5,-3.46664,1.42999
-4.5,16.5,-3.46024,1.44542
-4,16.5,-3.45363,1.46115
-3.5,16.5,-3.44679,1.4772
-3,16.5,-3.43973,1.49357
-2.5,16.5,-3.43243,1.51027
-2,16.5,-3.42488,1.52731
-1.5,16.5,-3.41707,1.5447
-1,16.5,-3.40899,1.56246
-0.5,16.5,-3.40063,1.58057
0,16.5,-3.39197,1.59907
0.5,16.5,-3.383,1.61796
1,16.5,-3.37371,1.63724
1.5,16.5,-3.36408,1.65694
2,16.5,-3.3541,1.67705
2.5,16.5,-3.34375,1.6976
3,16.5,-3.33301,1.71858
3.5,16.5,-3.32187,1.74003
4,16.5,-3.3103,1.76193
4.5,16.5,-3.29829,1.78432
5,16.5,-3.28581,1.8072
5.5,16.5,-3.27284,1.83057
6,16.5,-3.25936,1.85447
6.5,16.5,-3.24535,1.87889
7,16.5,-3.23077,1.90385
7.5,16.5,-3.2156,1.92936
8,16.5,-3.19981,1.95544
8.5,16.5,-3.18336,1.98209
9,16.5,-3.16624,2.00934
9.5,16.5,-3.14839,2.03719
10,16.5,-3.12979,2.06566
10.5,16.5,-3.11039,2.09475
11,16.5,-3.09016,2.12448
11.5,16.5,-3.06905,2.15486
12,16.5,-3.04702,2.1859
12.5,16.5,-3.02402,2.21761
13,16.5,-3,2.25
13.5,16.5,-2.97491,2.28307
14,16.5,-2.94869,2.31683
14.5,16.5,-2.92129,2.35129
15,16.5,-2.89265,2.38644
15.5,16.5,-2.8627,2.42228
16,16.5,-2.83137,2.45882
16.5,16.5,-2.79861,2.49606
17,16.5,-2.76433,2.53397
17.5,16.5,-2.72846,2.57255
18,16.5,-2.69093,2.61178
18.5,16.5,-2.65165,2.65165
19,16.5,-2.61055,2.69213
19.5,16.5,-2.56753,2.73318
20,16.5,-2.52252,2.77478
20.5,16.5,-2.47543,2.81687
21,16.5,-2.42617,2.85941
21.5,16.5,-2.37464,2.90234
22,16.5,-2.32077,2.94559
22.5,16.5,-2.26447,2.9891
23,16.5,-2.20564,3.03276
23.5,16.5,-2.14422,3.07649
24,16.5,-2.08013,3.12019
24.5,16.5,-2.01328,3.16373
25,16.5,-1.94363,3.20699
25.5,16.5,-1.87112,3.24983
26,16.5,-1.7957,3.29211
26.5,16.5,-1.71734,3.33365
27,16.5,-1.63603,3.3743
27.5,16.5,-1.55176,3.41387
28,16.5,-1.46456,3.45218
28.5,16.5,-1.37447,3.48903
29,16.5,-1.28154,3.52423
29.5,16.5,-1.18585,3.55756
30,16.5,-1.08753,3.58884
30.5,16.5,-0.98669,3.61786
31,16.5,-0.8835,3.64444
31.5,16.5,-0.778141,3.66838
32,16.5,-0.67082,3.68951
32.5,16.5,-0.56177,3.70768
33,16.5,-0.451243,3.72275
33.5,16.5,-0.339509,3.7346
34,16.5,-0.226856,3.74313
34.5,16.5,-0.113584,3.74828
35,16.5,0,3.75
35.5,16.5,0.113584,3.74828
36,16.5,0.226856,3.74313
36.5,16.5,0.339509,3.7346
37,16.5,0.451243,3.72275
37.5,16.5,0.56177,3.70768
38,16.5,0.67082,3.68951
38.5,16.5,0.778141,3.66838
39,16.5,0.8835,3.64444
39.5,16.5,0.98669,3.61786
-10,17,-3.50802,1.32525
-9.5,17,-3.50308,1.33826
-9,17,-3.49799,1.3515
-8.5,17,-3.49275,1.36498
-8,17,-3.48735,1.37872
-7.5,17,-3.48179,1.39272
-7,17,-3.47605,1.40697
-6.5,17,-3.47013,1.4215
-6,17,-3.46403,1.43631
-5.5,17,-3.45774,1.4514
-5,17,-3.45124,1.46678
-4.5,17,-3.44453,1.48246
-4,17,-3.43761,1.49845
-3.5,17,-3.43046,1.51475
-3,17,-3.42307,1.53137
-2.5,17,-3.41543,1.54833
-2,17,-3.40754,1.56563
-1.5,17,-3.39938,1.58327
-1,17,-3.39093,1.60127
-0.5,17,-3.3822,1.61964
0,17,-3.37316,1.63839
0.5,17,-3.3638,1.65752
1,17,-3.3541,1.67705
1.5,17,-3.34406,1.69699
2,17,-3.33365,1.71734
2.5,17,-3.32287,1.73812
3,17,-3.31168,1.75933
3.5,17,-3.30008,1.781
4,17,-3.28805,1.80312
4.5,17,-3.27555,1.82572
5,17,-3.26258,1.8488
5.5,17,-3.24911,1.87237
6,17,-3.23512,1.89645
6.5,17,-3.22057,1.92104
7,17,-3.20545,1.94617
7.5,17,-3.18973,1.97183
8,17,-3.17337,1.99805
8.5,17,-3.15635,2.02483
9,17,-3.13864,2.05219
9.5,17,-3.12019,2.08013
10,17,-3.10097,2.10866
10.5,17,-3.08096,2.13781
11,17,-3.06009,2.16757
11.5,17,-3.03834,2.19795
12,17,-3.01566,2.22897
12.5,17,-2.992,2.26062
13,17,-2.96732,2.29293
13.5,17,-2.94156,2.32588
14,17,-2.91467,2.35949
14.5,17,-2.88659,2.39376
15,17,-2.85727,2.42868
15.5,17,-2.82665,2.46426
16,17,-2.79465,2.50048
16.5,17,-2.76123,2.53734
17,17,-2.7263,2.57484
17.5,17,-2.6898,2.61295
18,17,-2.65165,2.65165
18.5,17,-2.61178,2.69093
19,17,-2.57012,2.73075
19.5,17,-2.52658,2.77108
20,17,-2.48108,2.81189
20.5,17,-2.43355,2.85313
21,17,-2.3839,2.89474
21.5,17,-2.33206,2.93667
22,17,-2.27794,2.97884
22.5,17,-2.22146,3.02119
23,17,-2.16256,3.06363
23.5,17,-2.10116,3.10606
24,17,-2.03719,3.14839
24.5,17,-1.9706,3.19049
25,17,-1.90133,3.23225
25.5,17,-1.82933,3.27354
26,17,-1.75458,3.3142
26.5,17,-1.67705,3.3541
27,17,-1.59674,3.39307
27.5,17,-1.51365,3.43094
28,17,-1.42781,3.46754
28.5,17,-1.33927,3.50269
29,17,-1.24808,3.53621
29.5,17,-1.15433,3.56792
30,17,-1.05812,3.59762
30.5,17,-0.959597,3.62514
31,17,-0.858898,3.65031
31.5,17,-0.756198,3.67296
32,17,-0.651695,3.69294
32.5,17,-0.545602,3.7101
33,17,-0.438155,3.72431
33.5,17,-0.329602,3.73549
34,17,-0.220208,3.74353
34.5,17,-0.110246,3.74838
35,17,0,3.75
35.5,17,0.110246,3.74838
36,17,0.220208,3.74353
36.5,17,0.329602,3.73549
37,17,0.438155,3.72431
37.5,17,0.545602,3.7101
38,17,0.651695,3.69294
38.5,17,0.756198,3.67296
39,17,0.858898,3.65031
39.5,17,0.959597,3.62514
-10,17.5,-3.49502,1.35917
-9.5,17.5,-3.48984,1.37241
-9,17.5,-3.48451,1.38589
-8.5,17.5,-3.47902,1.39961
-8,17.5,-3.47337,1.41358
-7.5,17.5,-3.46754,1.42781
-7,17.5,-3.46154,1.44231
-6.5,17.5,-3.45535,1.45707
-6,17.5,-3.44897,1.47212
-5.5,17.5,-3.44238,1.48745
-5,17.5,-3.43559,1.50307
-4.5,17.5,-3.42858,1.51899
-4,17.5,-3.42135,1.53522
-3.5,17.5,-3.41387,1.55176
-3,17.5,-3.40616,1.56863
-2.5,17.5,-3.39819,1.58582
-2,17.5,-3.38995,1.60335
-1.5,17.5,-3.38143,1.62124
-1,17.5,-3.37263,1.63947
-0.5,17.5,-3.36352,1.65807
0,17.5,-3.3541,1.67705
0.5,17.5,-3.34435,1.69641
1,17.5,-3.33426,1.71616
1.5,17.5,-3.32381,1.73632
2,17.5,-3.31298,1.75688
2.5,17.5,-3.30177,1.77787
3,17.5,-3.29014,1.7993
3.5,17.5,-3.27809,1.82116
4,17.5,-3.26559,1.84348
4.5,17.5,-3.25263,1.86626
5,17.5,-3.23917,1.88952
5.5,17.5,-3.2252,1.91326
6,17.5,-3.2107,1.93749
6.5,17.5,-3.19564,1.96224
7,17.5,-3.17999,1.9875
7.5,17.5,-3.16373,2.01328
8,17.5,-3.14682,2.03961
8.5,17.5,-3.12924,2.06648
9,17.5,-3.11095,2.09391
9.5,17.5,-3.09193,2.12191
10,17.5,-3.07212,2.15048
10.5,17.5,-3.0515,2.17964
11,17.5,-3.03003,2.2094
11.5,17.5,-3.00766,2.23975
12,17.5,-2.98436,2.27071
12.5,17.5,-2.96007,2.30228
13,17.5,-2.93475,2.33446
13.5,17.5,-2.90836,2.36727
14,17.5,-2.88083,2.40069
14.5,17.5,-2.85212,2.43473
15,17.5,-2.82216,2.46939
15.5,17.5,-2.79091,2.50466
16,17.5,-2.75829,2.54053
16.5,17.5,-2.72426,2.577
17,17.5,-2.68873,2.61404
17.5,17.5,-2.65165,2.65165
18,17.5,-2.61295,2.6898
18.5,17.5,-2.57255,2.72846
19,17.5,-2.53038,2.76761
19.5,17.5,-2.48638,2.80721
20,17.5,-2.44047,2.84721
20.5,17.5,-2.39257,2.88758
21,17.5,-2.34261,2.92826
21.5,17.5,-2.29051,2.96918
22,17.5,-2.23622,3.01029
22.5,17.5,-2.17964,3.0515
23,17.5,-2.12073,3.09273
23.5,17.5,-2.05942,3.1339
24,17.5,-1.99564,3.17489
24.5,17.5,-1.92936,3.2156
25,17.5,-1.86052,3.25591
25.5,17.5,-1.78909,3.2957
26,17.5,-1.71506,3.33483
26.5,17.5,-1.63839,3.37316
27,17.5,-1.5591,3.41053
27.5,17.5,-1.4772,3.44679
28,17.5,-1.39272,3.48179
28.5,17.5,-1.3057,3.51534
29,17.5,-1.21622,3.5473
29.5,17.5,-1.12435,3.57748
30,17.5,-1.0302,3.60571
30.5,17.5,-0.933904,3.63185
31,17.5,-0.835593,3.65572
31.5,17.5,-0.735436,3.67718
32,17.5,-0.633614,3.69608
32.5,17.5,-0.53033,3.71231
33,17.5,-0.4258,3.72575
33.5,17.5,-0.320254,3.7363
34,17.5,-0.213937,3.74389
34.5,17.5,-0.107099,3.74847
35,17.5,0,3.75
35.5,17.5,0.107099,3.74847
36,17.5,0.213937,3.74389
36.5,17.5,0.320254,3.7363
37,17.5,0.4258,3.72575
37.5,17.5,0.53033,3.71231
38,17.5,0.633614,3.69608
38.5,17.5,0.735436,3.67718
39,17.5,0.835593,3.65572
39.5,17.5,0.933904,3.63185
-10,18,-3.48179,1.39272
-9.5,18,-3.47637,1.40617
-9,18,-3.4708,1.41987
-8.5,18,-3.46506,1.43382
-8,18,-3.45915,1.44802
-7.5,18,-3.45307,1.46248
-7,18,-3.44679,1.4772
-6.5,18,-3.44033,1.49219
-6,18,-3.43367,1.50746
-5.5,18,-3.42679,1.52302
-5,18,-3.41971,1.53887
-4.5,18,-3.41239,1.55501
-4,18,-3.40485,1.57147
-3.5,18,-3.39706,1.58824
-3,18,-3.38902,1.60532
-2.5,18,-3.38071,1.62274
-2,18,-3.37213,1.6405
-1.5,18,-3.36327,1.6586
-1,18,-3.3541,1.67705
-0.5,18,-3.34463,1.69587
0,18,-3.33483,1.71506
0.5,18,-3.32469,1.73462
1,18,-3.3142,1.75458
1.5,18,-3.30335,1.77493
2,18,-3.29211,1.7957
2.5,18,-3.28047,1.81687
3,18,-3.26841,1.83848
3.5,18,-3.25591,1.86052
4,18,-3.24296,1.88301
4.5,18,-3.22953,1.90595
5,18,-3.2156,1.92936
5.5,18,-3.20115,1.95324
6,18,-3.18615,1.97761
6.5,18,-3.17058,2.00247
7,18,-3.15442,2.02784
7.5,18,-3.13763,2.05372
8,18,-3.12019,2.08013
8.5,18,-3.10206,2.10706
9,18,-3.08322,2.13454
9.5,18,-3.06363,2.16256
10,18,-3.04325,2.19114
10.5,18,-3.02206,2.22029
11,18,-3,2.25
11.5,18,-2.97704,2.28029
12,18,-2.95314,2.31116
12.5,18,-2.92826,2.34261
13,18,-2.90234,2.37464
13.5,18,-2.87534,2.40726
14,18,-2.84721,2.44047
14.5,18,-2.8179,2.47425
15,18,-2.78735,2.50862
15.5,18,-2.75551,2.54355
16,18,-2.72232,2.57904
16.5,18,-2.68772,2.61508
17,18,-2.65165,2.65165
17.5,18,-2.61404,2.68873
18,18,-2.57484,2.7263
18.5,18,-2.53397,2.76433
19,18,-2.49136,2.80278
19.5,18,-2.44696,2.84163
20,18,-2.40069,2.88083
20.5,18,-2.35249,2.92033
21,18,-2.30228,2.96007
21.5,18,-2.25,3
22,18,-2.19559,3.04005
22.5,18,-2.13898,3.08014
23,18,-2.08013,3.12019
23.5,18,-2.01896,3.16011
24,18,-1.95544,3.19981
24.5,18,-1.88952,3.23917
25,18,-1.82116,3.27809
25.5,18,-1.75034,3.31644
26,18,-1.67705,3.3541
26.5,18,-1.60127,3.39093
27,18,-1.52302,3.42679
27.5,18,-1.44231,3.46154
28,18,-1.35917,3.49502
28.5,18,-1.27367,3.52708
29,18,-1.18585,3.55756
29.5,18,-1.09582,3.58632
30,18,-1.00366,3.61319
30.5,18,-0.909509,3.63803
31,18,-0.813489,3.6607
31.5,18,-0.715761,3.68106
32,18,-0.616496,3.69898
32.5,18,-0.515881,3.71435
33,18,-0.414118,3.72706
33.5,18,-0.311421,3.73705
34,18,-0.208013,3.74423
34.5,18,-0.104127,3.74855
35,18,0,3.75
35.5,18,0.104127,3.74855
36,18,0.208013,3.74423
36.5,18,0.311421,3.73705
37,18,0.414118,3.72706
37.5,18,0.515881,3.71435
38,18,0.616496,3.69898
38.5,18,0.715761,3.68106
39,18,0.813489,3.6607
39.5,18,0.909509,3.63803
-10,18.5,-3.46834,1.42587
-9.5,18.5,-3.46269,1.43954
-9,18.5,-3.45687,1.45346
-8.5,18.5,-3.45088,1.46762
-8,18.5,-3.44472,1.48203
-7.5,18.5,-3.43837,1.4967
-7,18.5,-3.43183,1.51164
-6.5,18.5,-3.42509,1.52685
-6,18.5,-3.41814,1.54233
-5.5,18.5,-3.41098,1.5581
-5,18.5,-3.4036,1.57417
-4.5,18.5,-3.39599,1.59053
-4,18.5,-3.38813,1.60719
-3.5,18.5,-3.38003,1.62417
-3,18.5,-3.37166,1.64147
-2.5,18.5,-3.36302,1.65909
-2,18.5,-3.3541,1.67705
-1.5,18.5,-3.34489,1.69535
-1,18.5,-3.33537,1.71401
-0.5,18.5,-3.32553,1.73302
0,18.5,-3.31536,1.7524
0.5,18.5,-3.30484,1.77216
1,18.5,-3.29396,1.7923
1.5,18.5,-3.2827,1.81284
2,18.5,-3.27105,1.83377
2.5,18.5,-3.25899,1.85512
3,18.5,-3.24651,1.87689
3.5,18.5,-3.23357,1.89908
4,18.5,-3.22017,1.92172
4.5,18.5,-3.20629,1.9448
5,18.5,-3.19189,1.96833
5.5,18.5,-3.17696,1.99233
6,18.5,-3.16148,2.01681
6.5,18.5,-3.14542,2.04177
7,18.5,-3.12876,2.06721
7.5,18.5,-3.11146,2.09316
8,18.5,-3.0935,2.11962
8.5,18.5,-3.07484,2.14659
9,18.5,-3.05547,2.17408
9.5,18.5,-3.03533,2.2021
10,18.5,-3.01441,2.23066
10.5,18.5,-2.99266,2.25976
11,18.5,-2.97004,2.2894
11.5,18.5,-2.94652,2.3196
12,18.5,-2.92205,2.35034
12.5,18.5,-2.8966,2.38165
13,18.5,-2.87011,2.4135
13.5,18.5,-2.84254,2.44591
14,18.5,-2.81385,2.47886
14.5,18.5,-2.78397,2.51237
15,18.5,-2.75287,2.54641
15.5,18.5,-2.72049,2.58098
16,18.5,-2.68677,2.61606
16.5,18.5,-2.65165,2.65165
17,18.5,-2.61508,2.68772
17.5,18.5,-2.577,2.72426
18,18.5,-2.53734,2.76123
18.5,18.5,-2.49606,2.79861
19,18.5,-2.45307,2.83636
19.5,18.5,-2.40832,2.87445
20,18.5,-2.36176,2.91283
20.5,18.5,-2.31331,2.95146
21,18.5,-2.26291,2.99027
21.5,18.5,-2.21051,3.02922
22,18.5,-2.15605,3.06822
22.5,18.5,-2.09947,3.10721
23,18.5,-2.04072,3.1461
23.5,18.5,-1.97975,3.18482
24,18.5,-1.91653,3.22326
24.5,18.5,-1.85102,3.26132
25,18.5,-1.78319,3.2989
25.5,18.5,-1.71302,3.33588
26,18.5,-1.6405,3.37213
26.5,18.5,-1.56563,3.40754
27,18.5,-1.48842,3.44196
27.5,18.5,-1.40889,3.47527
28,18.5,-1.3271,3.50732
28.5,18.5,-1.24307,3.53798
29,18.5,-1.15689,3.56709
29.5,18.5,-1.06864,3.59451
30,18.5,-0.978409,3.62011
30.5,18.5,-0.886318,3.64375
31,18.5,-0.792498,3.6653
31.5,18.5,-0.697094,3.68464
